	description	link	title	link_class	type
157	The READY - Liquefaction Geohazard Map is a fundamental dataset uploaded to the Philippine Geoportal System (www.geoportal.gov.ph).  The dataset was shared to the portal by the...	http://www.geoportal.gov.ph/?p=%7B%22g%22%3A%5B13472498.491263%2C1465799.3471801%2C0%2C%22Philippine%20Geoportal%20Basemap%22%5D%2C%22l%22%3A%5B%5B%22Liquefaction%20hazard%22%2C%22geoportal%3Aready_liquefaction%22%2C1%2C%22READYLiquefactionHazard%22%2C0%2Cnull%5D%5D%7D	Liquefaction	<type 'unicode'>	3471801%2C0%2C%22Philippine%20Geoportal%20Basemap%22%5D%2C%22l%22%3A%5B%5B%22Liquefaction%20hazard%22%2C%22geoportal%3Aready_liquefaction%22%2C1%2C%22READYLiquefactionHazard%22%2C0%2Cnull%5D%5D%7D
158	The READY - Rain Induced Landslide  Geohazard Map is a fundamental dataset uploaded to the Philippine Geoportal System (www.geoportal.gov.ph).  The dataset was shared to the...	http://www.geoportal.gov.ph/?p=%7B%22g%22%3A%5B13472498.491263%2C1465799.3471801%2C0%2C%22Philippine%20Geoportal%20Basemap%22%5D%2C%22l%22%3A%5B%5B%22Rain-induced%20landslide%20hazard%22%2C%22geoportal%3Aready_raininducedlandslide%22%2C1%2C%22READYRainInducedLandslideHazard%22%2C0%2Cnull%5D%5D%7D	Rain induced landslide	<type 'unicode'>	3471801%2C0%2C%22Philippine%20Geoportal%20Basemap%22%5D%2C%22l%22%3A%5B%5B%22Rain-induced%20landslide%20hazard%22%2C%22geoportal%3Aready_raininducedlandslide%22%2C1%2C%22READYRainInducedLandslideHazard%22%2C0%2Cnull%5D%5D%7D
159	The READY - Earthquake Induced Landslide Geohazard Map is a fundamental dataset uploaded to the Philippine Geoportal System (www.geoportal.gov.ph).  The dataset was shared to...	http://www.geoportal.gov.ph/?p=%7B%22g%22%3A%5B14002989.135578%2C1047756.8444284%2C2%2C%22Philippine%20Geoportal%20Basemap%22%5D%2C%22l%22%3A%5B%5B%22Earthquake-induced%20landslide%20hazard%22%2C%22geoportal%3Aready_landslideearthquake%22%2C1%2C%22READYEarthquakeInducedLandslide%22%2C0%2Cnull%5D%5D%7D	Earthquake induced landslide	<type 'unicode'>	8444284%2C2%2C%22Philippine%20Geoportal%20Basemap%22%5D%2C%22l%22%3A%5B%5B%22Earthquake-induced%20landslide%20hazard%22%2C%22geoportal%3Aready_landslideearthquake%22%2C1%2C%22READYEarthquakeInducedLandslide%22%2C0%2Cnull%5D%5D%7D
160	The READY - Ground Shaking Geohazard Map @ PGS is a fundamental dataset uploaded to the Philippine Geoportal System (www.geoportal.gov.ph).  The dataset was shared to the portal...	http://www.geoportal.gov.ph/?p=%7B%22g%22%3A%5B13472498.491263%2C1465799.3471801%2C0%2C%22Philippine%20Geoportal%20Basemap%22%5D%2C%22l%22%3A%5B%5B%22Ground%20shaking%20hazard%20%22%2C%22geoportal%3Aready_groundshaking%22%2C1%2C%22READYGroundShakingHazard%22%2C0%2Cnull%5D%5D%7D	Ground shaking	<type 'unicode'>	3471801%2C0%2C%22Philippine%20Geoportal%20Basemap%22%5D%2C%22l%22%3A%5B%5B%22Ground%20shaking%20hazard%20%22%2C%22geoportal%3Aready_groundshaking%22%2C1%2C%22READYGroundShakingHazard%22%2C0%2Cnull%5D%5D%7D
161	The READY - Flood Hazard 1:50,000  is a fundamental dataset uploaded to the Philippine Geoportal System (www.geoportal.gov.ph).  The dataset was shared to the portal by the...	http://www.geoportal.gov.ph/?p=%7B%22g%22%3A%5B13808258.125427%2C1563695.3763054%2C1%2C%22Philippine%20Geoportal%20Basemap%22%5D%2C%22l%22%3A%5B%5B%22Flood%20hazard%201%3A50%2C000%22%2C%22geoportal%3Aready_flood50%22%2C1%2C%22READYFlood150kScale%22%2C0%2Cnull%5D%5D%7D	Flood hazard 1:50,000	<type 'unicode'>	3763054%2C1%2C%22Philippine%20Geoportal%20Basemap%22%5D%2C%22l%22%3A%5B%5B%22Flood%20hazard%201%3A50%2C000%22%2C%22geoportal%3Aready_flood50%22%2C1%2C%22READYFlood150kScale%22%2C0%2Cnull%5D%5D%7D
162	The READY - Flood hazard 1:10,000  is a fundamental dataset uploaded to the Philippine Geoportal System (www.geoportal.gov.ph).  The dataset was shared to the portal by the...	http://www.geoportal.gov.ph/?p=%7B%22g%22%3A%5B13808258.125427%2C1563695.3763054%2C1%2C%22Philippine%20Geoportal%20Basemap%22%5D%2C%22l%22%3A%5B%5B%22Flood%20hazard%201%3A10%2C000%22%2C%22geoportal%3Aready_flood10%22%2C1%2C%22READYFlood110kScale%22%2C0%2Cnull%5D%5D%7D	Flood hazard 1:10,000	<type 'unicode'>	3763054%2C1%2C%22Philippine%20Geoportal%20Basemap%22%5D%2C%22l%22%3A%5B%5B%22Flood%20hazard%201%3A10%2C000%22%2C%22geoportal%3Aready_flood10%22%2C1%2C%22READYFlood110kScale%22%2C0%2Cnull%5D%5D%7D
163	Flood exit point is a fundamental dataset uploaded to the Philippine Geoportal System (www.geoportal.gov.ph).  The dataset was shared to the portal by the READY project.	http://www.geoportal.gov.ph/?p=%7B%22g%22%3A%5B13968593.233453%2C1148298.7121789%2C2%2C%22Philippine%20Geoportal%20Basemap%22%5D%2C%22l%22%3A%5B%5B%22Flood%20exit%20point%22%2C%22geoportal%3Aready_floodexitpoint%22%2C1%2C%22READYFloodExitPoints%22%2C0%2Cnull%5D%5D%7D	Flood exit point	<type 'unicode'>	7121789%2C2%2C%22Philippine%20Geoportal%20Basemap%22%5D%2C%22l%22%3A%5B%5B%22Flood%20exit%20point%22%2C%22geoportal%3Aready_floodexitpoint%22%2C1%2C%22READYFloodExitPoints%22%2C0%2Cnull%5D%5D%7D
164	The READY - Ground Rupture Geohazard Map is a fundamental dataset uploaded to the Philippine Geoportal System (www.geoportal.gov.ph).  The dataset was shared to the portal by...	http://www.geoportal.gov.ph/?p=%7B%22g%22%3A%5B13472498.491263%2C1465799.3471801%2C0%2C%22Philippine%20Geoportal%20Basemap%22%5D%2C%22l%22%3A%5B%5B%22Ground%20rupture%20hazard%22%2C%22geoportal%3Aready_groundrupture%22%2C1%2C%22READYGroundRupture%22%2C0%2Cnull%5D%5D%7D	Ground rupture	<type 'unicode'>	3471801%2C0%2C%22Philippine%20Geoportal%20Basemap%22%5D%2C%22l%22%3A%5B%5B%22Ground%20rupture%20hazard%22%2C%22geoportal%3Aready_groundrupture%22%2C1%2C%22READYGroundRupture%22%2C0%2Cnull%5D%5D%7D
165	Regional population (2010) is a fundamental dataset uploaded to the Philippine Geoportal System (www.geoportal.gov.ph).  The dataset was shared to the portal by the National...	http://www.geoportal.gov.ph/?p=%7B%22g%22%3A%5B13610082.099764%2C1403622.1394924%2C1%2C%22Philippine%20Geoportal%20Basemap%22%5D%2C%22l%22%3A%5B%5B%22Regional%20population%20%282010%29%22%2C%22geoportal%3Anso_2010_reg_hhpop_webmercator%22%2C1%2C%22NsoRegionalPopulation%22%2C1%2Cnull%5D%5D%7D	Regional population (2010)	<type 'unicode'>	1394924%2C1%2C%22Philippine%20Geoportal%20Basemap%22%5D%2C%22l%22%3A%5B%5B%22Regional%20population%20%282010%29%22%2C%22geoportal%3Anso_2010_reg_hhpop_webmercator%22%2C1%2C%22NsoRegionalPopulation%22%2C1%2Cnull%5D%5D%7D
166	Provincial population (2010) is a fundamental dataset uploaded to the Philippine Geoportal System (www.geoportal.gov.ph).  The dataset was shared to the portal by the National...	http://www.geoportal.gov.ph/?p=%7B%22g%22%3A%5B13610082.099764%2C1403622.1394924%2C1%2C%22Philippine%20Geoportal%20Basemap%22%5D%2C%22l%22%3A%5B%5B%22Provincial%20population%20%282010%29%22%2C%22geoportal%3Anso_2010_prov_hhpop_webmercator%22%2C1%2C%22NsoProvincialPopulation%22%2C1%2Cnull%5D%5D%7D	Provincial population (2010)	<type 'unicode'>	1394924%2C1%2C%22Philippine%20Geoportal%20Basemap%22%5D%2C%22l%22%3A%5B%5B%22Provincial%20population%20%282010%29%22%2C%22geoportal%3Anso_2010_prov_hhpop_webmercator%22%2C1%2C%22NsoProvincialPopulation%22%2C1%2Cnull%5D%5D%7D
167	Municipal population (2010) is a fundamental dataset uploaded to the Philippine Geoportal System (www.geoportal.gov.ph).  The dataset was shared to the portal by the National...	http://www.geoportal.gov.ph/?p=%7B%22g%22%3A%5B13610082.099764%2C1403622.1394924%2C1%2C%22Philippine%20Geoportal%20Basemap%22%5D%2C%22l%22%3A%5B%5B%22Municipal%20population%20%282010%29%22%2C%22geoportal%3Anso_2010_mun_hhpop_webmercator%22%2C1%2C%22NsoMunicipalPopulation%22%2C1%2Cnull%5D%5D%7D	Municipal population (2010)	<type 'unicode'>	1394924%2C1%2C%22Philippine%20Geoportal%20Basemap%22%5D%2C%22l%22%3A%5B%5B%22Municipal%20population%20%282010%29%22%2C%22geoportal%3Anso_2010_mun_hhpop_webmercator%22%2C1%2C%22NsoMunicipalPopulation%22%2C1%2Cnull%5D%5D%7D
168	Education & Literacy: % of children 13-16 not attending secondary school  is a fundamental dataset uploaded to the Philippine Geoportal System (www.geoportal.gov.ph).  The...	http://www.geoportal.gov.ph/?p=%7B%22g%22%3A%5B13610082.099764%2C1403622.1394924%2C1%2C%22Philippine%20Geoportal%20Basemap%22%5D%2C%22l%22%3A%5B%5B%22Education%20%26%20Literacy%3A%20%25%20of%20children%2013-16%20not%20attending%20secondary%20school%22%2C%22geoportal%3Acbms_education%22%2C1%2C%22ofchildren1316notattendingsecondaryschool%22%2C0%2Cnull%5D%5D%7D	Education & Literacy: % of children 13-16 not attending secondary school	<type 'unicode'>	1394924%2C1%2C%22Philippine%20Geoportal%20Basemap%22%5D%2C%22l%22%3A%5B%5B%22Education%20%26%20Literacy%3A%20%25%20of%20children%2013-16%20not%20attending%20secondary%20school%22%2C%22geoportal%3Acbms_education%22%2C1%2C%22ofchildren1316notattendingsecondaryschool%22%2C0%2Cnull%5D%5D%7D
169	Education & Literacy: % of children 6-12 not attending elementary school  is a fundamental dataset uploaded to the Philippine Geoportal System (www.geoportal.gov.ph).  The...	http://www.geoportal.gov.ph/?p=%7B%22g%22%3A%5B13610082.099764%2C1403622.1394924%2C1%2C%22Philippine%20Geoportal%20Basemap%22%5D%2C%22l%22%3A%5B%5B%22Education%20%20%26%20Literacy%3A%20%25%20of%20children%206-12%20not%20attending%20elementary%20school%22%2C%22geoportal%3Acbms_education%22%2C1%2C%22ofchildren612notattendingelementaryschool%22%2C0%2Cnull%5D%5D%7D	Education & Literacy: % of children 6-12 not attending elementary school	<type 'unicode'>	1394924%2C1%2C%22Philippine%20Geoportal%20Basemap%22%5D%2C%22l%22%3A%5B%5B%22Education%20%20%26%20Literacy%3A%20%25%20of%20children%206-12%20not%20attending%20elementary%20school%22%2C%22geoportal%3Acbms_education%22%2C1%2C%22ofchildren612notattendingelementaryschool%22%2C0%2Cnull%5D%5D%7D
170	Education & Literacy: % of children 6-16 not attending school  is a fundamental dataset uploaded to the Philippine Geoportal System (www.geoportal.gov.ph).  The dataset was...	http://www.geoportal.gov.ph/?p=%7B%22g%22%3A%5B13610082.099764%2C1403622.1394924%2C1%2C%22Philippine%20Geoportal%20Basemap%22%5D%2C%22l%22%3A%5B%5B%22Education%20%20%26%20Literacy%3A%20%25%20children%206-16%20not%20attending%20school%22%2C%22geoportal%3Acbms_education%22%2C1%2C%22ofchildren616notattendingschool%22%2C0%2Cnull%5D%5D%7D	Education & Literacy: % of children 6-16 not attending school 	<type 'unicode'>	1394924%2C1%2C%22Philippine%20Geoportal%20Basemap%22%5D%2C%22l%22%3A%5B%5B%22Education%20%20%26%20Literacy%3A%20%25%20children%206-16%20not%20attending%20school%22%2C%22geoportal%3Acbms_education%22%2C1%2C%22ofchildren616notattendingschool%22%2C0%2Cnull%5D%5D%7D
171	Ondoy flood height is a fundamental dataset of the National Mapping and Resource Information Authority (NAMRIA) uploaded in the Philippine Geoportal System (www.geoportal.gov.ph)	http://www.geoportal.gov.ph/?p=%7B%22g%22%3A%5B13480899.9099%2C1642977.40225%2C6%2C%22Philippine%20Geoportal%20Basemap%22%5D%2C%22l%22%3A%5B%5B%22Ondoy%20flood%20height%22%2C%22geoportal%3Aondoy_floodheight%22%2C1%2C%22FloodHeight%22%2C0%2Cnull%5D%5D%7D	Ondoy flood height	<type 'unicode'>	40225%2C6%2C%22Philippine%20Geoportal%20Basemap%22%5D%2C%22l%22%3A%5B%5B%22Ondoy%20flood%20height%22%2C%22geoportal%3Aondoy_floodheight%22%2C1%2C%22FloodHeight%22%2C0%2Cnull%5D%5D%7D
172	Wreck is a fundamental dataset of the National Mapping and Resource Information Authority (NAMRIA) uploaded in the Philippine Geoportal System (www.geoportal.gov.ph)	http://www.geoportal.gov.ph/?p=%7B%22g%22%3A%5B13610082.099764%2C1403622.1394924%2C1%2C%22Philippine%20Geoportal%20Basemap%22%5D%2C%22l%22%3A%5B%5B%22Wreck%22%2C%22geoportal%3Ahd_wreck%22%2C1%2C%22Wreck%22%2C0%2Cnull%5D%5D%7D	Wreck	<type 'unicode'>	1394924%2C1%2C%22Philippine%20Geoportal%20Basemap%22%5D%2C%22l%22%3A%5B%5B%22Wreck%22%2C%22geoportal%3Ahd_wreck%22%2C1%2C%22Wreck%22%2C0%2Cnull%5D%5D%7D
173	Tide station is a fundamental dataset of the National Mapping and Resource Information Authority (NAMRIA) uploaded in the Philippine Geoportal System (www.geoportal.gov.ph)	http://www.geoportal.gov.ph/?p=%7B%22g%22%3A%5B13610082.099764%2C1403622.1394924%2C1%2C%22Philippine%20Geoportal%20Basemap%22%5D%2C%22l%22%3A%5B%5B%22Tide%20station%22%2C%22geoportal%3Ahd_tidestation%22%2C1%2C%22TideStation%22%2C0%2Cnull%5D%5D%7D	Tide station	<type 'unicode'>	1394924%2C1%2C%22Philippine%20Geoportal%20Basemap%22%5D%2C%22l%22%3A%5B%5B%22Tide%20station%22%2C%22geoportal%3Ahd_tidestation%22%2C1%2C%22TideStation%22%2C0%2Cnull%5D%5D%7D
174	Sounding depth is a fundamental dataset of the National Mapping and Resource Information Authority (NAMRIA) uploaded in the Philippine Geoportal System (www.geoportal.gov.ph)	http://geoportal.gov.ph/?p=%7B%22g%22%3A%5B13420110.88649%2C1618629.6007571%2C6%2C%22Philippine%20Geoportal%20Basemap%22%5D%2C%22l%22%3A%5B%5B%22Sounding%20depth%22%2C%22geoportal%3Ahd_soundingdepth%22%2C1%2C%22SoundingDepth%22%2C0%2Cnull%5D%5D%7D	Sounding depth	<type 'unicode'>	6007571%2C6%2C%22Philippine%20Geoportal%20Basemap%22%5D%2C%22l%22%3A%5B%5B%22Sounding%20depth%22%2C%22geoportal%3Ahd_soundingdepth%22%2C1%2C%22SoundingDepth%22%2C0%2Cnull%5D%5D%7D
175	Magnetic station is a fundamental dataset of the National Mapping and Resource Information Authority (NAMRIA) uploaded in the Philippine Geoportal System (www.geoportal.gov.ph)	http://geoportal.gov.ph/?p=%7B%22g%22%3A%5B13456616.250008%2C1637962.6080517%2C5%2C%22Philippine%20Geoportal%20Basemap%22%5D%2C%22l%22%3A%5B%5B%22Magnetic%20station%22%2C%22geoportal%3Ahd_magneticstation%22%2C1%2C%22point%22%2C0%2Cnull%5D%5D%7D	Magnetic station	<type 'unicode'>	6080517%2C5%2C%22Philippine%20Geoportal%20Basemap%22%5D%2C%22l%22%3A%5B%5B%22Magnetic%20station%22%2C%22geoportal%3Ahd_magneticstation%22%2C1%2C%22point%22%2C0%2Cnull%5D%5D%7D
176	Light house is a fundamental dataset of the National Mapping and Resource Information Authority (NAMRIA) uploaded in the Philippine Geoportal System (www.geoportal.gov.ph)	http://geoportal.gov.ph/?p=%7B%22g%22%3A%5B13661279.077156%2C1397272.1267923%2C3%2C%22Philippine%20Geoportal%20Basemap%22%5D%2C%22l%22%3A%5B%5B%22Light%20house%22%2C%22geoportal%3Ahd_lighthouse%22%2C1%2C%22LightHouse%22%2C0%2Cnull%5D%5D%7D	Light house	<type 'unicode'>	1267923%2C3%2C%22Philippine%20Geoportal%20Basemap%22%5D%2C%22l%22%3A%5B%5B%22Light%20house%22%2C%22geoportal%3Ahd_lighthouse%22%2C1%2C%22LightHouse%22%2C0%2Cnull%5D%5D%7D
177	Depth curve is a fundamental dataset of the National Mapping and Resource Information Authority (NAMRIA) uploaded in the Philippine Geoportal System (www.geoportal.gov.ph)	http://www.geoportal.gov.ph/?p=%7B%22g%22%3A%5B13502884.250791%2C1484981.6772114%2C1%2C%22Philippine%20Geoportal%20Basemap%22%5D%2C%22l%22%3A%5B%5B%22Depth%20curve%22%2C%22geoportal%3Ahd_depthcurve%22%2C1%2C%22DepthCurve%22%2C0%2Cnull%5D%5D%7D	Depth curve	<type 'unicode'>	6772114%2C1%2C%22Philippine%20Geoportal%20Basemap%22%5D%2C%22l%22%3A%5B%5B%22Depth%20curve%22%2C%22geoportal%3Ahd_depthcurve%22%2C1%2C%22DepthCurve%22%2C0%2Cnull%5D%5D%7D
178	Buoy is a fundamental dataset of the National Mapping and Resource Information Authority (NAMRIA) uploaded in the Philippine Geoportal System (www.geoportal.gov.ph)	http://www.geoportal.gov.ph/?p=%7B%22g%22%3A%5B13492300.896291%2C1475721.2420237%2C1%2C%22Philippine%20Geoportal%20Basemap%22%5D%2C%22l%22%3A%5B%5B%22Buoy%22%2C%22geoportal%3Ahd_buoys%22%2C1%2C%22Buoys%22%2C0%2Cnull%5D%5D%7D	Buoy	<type 'unicode'>	2420237%2C1%2C%22Philippine%20Geoportal%20Basemap%22%5D%2C%22l%22%3A%5B%5B%22Buoy%22%2C%22geoportal%3Ahd_buoys%22%2C1%2C%22Buoys%22%2C0%2Cnull%5D%5D%7D
179	The Landmark: 1:50,000 Topographic Map - Slope Map  is a fundamental dataset of the National Mapping and Resource Information Authority (NAMRIA) uploaded in the Philippine...	http://geoportal.gov.ph/?p=%7B%22g%22%3A%5B13458037.286096%2C1682625.8224995%2C4%2C%22Philippine%20Geoportal%20Basemap%22%5D%2C%22l%22%3A%5B%5B%22Slope%22%2C%22geoportal%3Arsrdad_slope%22%2C1%2C%22Slope%22%2C0%2Cnull%5D%5D%7D	Slope	<type 'unicode'>	8224995%2C4%2C%22Philippine%20Geoportal%20Basemap%22%5D%2C%22l%22%3A%5B%5B%22Slope%22%2C%22geoportal%3Arsrdad_slope%22%2C1%2C%22Slope%22%2C0%2Cnull%5D%5D%7D
180	The Landmark: Topographic Map - Municipal Water Boundaries  is a fundamental dataset of the National Mapping and Resource Information Authority (NAMRIA) uploaded in the...	http://www.geoportal.gov.ph/?p=%7B%22g%22%3A%5B13595488.602666%2C1575601.650118%2C1%2C%22Philippine%20Geoportal%20Basemap%22%5D%2C%22l%22%3A%5B%5B%22Municipal%20waters%22%2C%22geoportal%3Ahd_municwater%22%2C1%2C%22MunicipalWaters%22%2C0%2Cnull%5D%5D%7D	Municipal waters	<type 'unicode'>	650118%2C1%2C%22Philippine%20Geoportal%20Basemap%22%5D%2C%22l%22%3A%5B%5B%22Municipal%20waters%22%2C%22geoportal%3Ahd_municwater%22%2C1%2C%22MunicipalWaters%22%2C0%2Cnull%5D%5D%7D
181	The Landmark: Topographic Map - Baseline  is a fundamental dataset of the National Mapping and Resource Information Authority (NAMRIA) uploaded in the Philippine Geoportal...	http://www.geoportal.gov.ph/?p=%7B%22g%22%3A%5B13492300.896291%2C1475721.2420237%2C1%2C%22Philippine%20Geoportal%20Basemap%22%5D%2C%22l%22%3A%5B%5B%22Archipelagic%20baseline%22%2C%22geoportal%3Ahd_phbaseline%22%2C1%2C%22ArchipelagicBaseline%22%2C0%2Cnull%5D%5D%7D	Archipelagic baseline	<type 'unicode'>	2420237%2C1%2C%22Philippine%20Geoportal%20Basemap%22%5D%2C%22l%22%3A%5B%5B%22Archipelagic%20baseline%22%2C%22geoportal%3Ahd_phbaseline%22%2C1%2C%22ArchipelagicBaseline%22%2C0%2Cnull%5D%5D%7D
182	Land Cover (2010) is a fundamental dataset of the National Mapping and Resource Information Authority (NAMRIA) uploaded in the Philippine Geoportal System (www.geoportal.gov.ph)	http://geoportal.gov.ph/?p=%7B%22g%22%3A%5B13508175.92804%2C1469437.3752894%2C3%2C%22Philippine%20Geoportal%20Basemap%22%5D%2C%22l%22%3A%5B%5B%22Land%20cover%20%282010%29%22%2C%22geoportal%3Alandcover2010%22%2C1%2C%22LandCover2010%22%2C0%2Cnull%5D%5D%7D	Land Cover (2010)	<type 'unicode'>	3752894%2C3%2C%22Philippine%20Geoportal%20Basemap%22%5D%2C%22l%22%3A%5B%5B%22Land%20cover%20%282010%29%22%2C%22geoportal%3Alandcover2010%22%2C1%2C%22LandCover2010%22%2C0%2Cnull%5D%5D%7D
183	"""The Geodetic Control Point Database  is a fundamental dataset of the National Mapping and Resource Information Authority (NAMRIA) uploaded in the Philippine Geoportal System..."	http://www.geoportal.gov.ph/?p=%7B%22g%22%3A%5B13502884.250791%2C1484981.6772114%2C1%2C%22Philippine%20Geoportal%20Basemap%22%5D%2C%22l%22%3A%5B%5B%22Geodetic%20control%20point%22%2C%22geoportal%3Amgd_geodeticcontrol%22%2C1%2C%22GeodeticControlPoints%22%2C0%2Cnull%5D%5D%7D	Geodetic Control Point	<type 'unicode'>	6772114%2C1%2C%22Philippine%20Geoportal%20Basemap%22%5D%2C%22l%22%3A%5B%5B%22Geodetic%20control%20point%22%2C%22geoportal%3Amgd_geodeticcontrol%22%2C1%2C%22GeodeticControlPoints%22%2C0%2Cnull%5D%5D%7D
184	Water body 1:10,000 for Dagupan, Calapan, Metro Manila & Boracay is a fundamental dataset of the National Mapping and Resource Information Authority (NAMRIA) uploaded in the...	http://www.geoportal.gov.ph/?p=%7B%22g%22%3A%5B13466503.969696%2C1657622.6474932%2C3%2C%22Philippine%20Geoportal%20Basemap%22%5D%2C%22l%22%3A%5B%5B%22Water%20body%201%3A10%2C000%22%2C%22geoportal%3Awaterbody10k%22%2C1%2C%22Waterbody_10k%22%2C0%2Cnull%5D%5D%7D	Water body 1:10,000 for Dagupan, Calapan, Metro Manila & Boracay	<type 'unicode'>	6474932%2C3%2C%22Philippine%20Geoportal%20Basemap%22%5D%2C%22l%22%3A%5B%5B%22Water%20body%201%3A10%2C000%22%2C%22geoportal%3Awaterbody10k%22%2C1%2C%22Waterbody_10k%22%2C0%2Cnull%5D%5D%7D
185	Road 1:10,000 for Dagupan, Calapan, Metro Manila & Boracay is a fundamental dataset of the National Mapping and Resource Information Authority (NAMRIA) uploaded in the...	http://www.geoportal.gov.ph/?p=%7B%22g%22%3A%5B13495649.579233%2C1586185.0046179%2C2%2C%22Philippine%20Geoportal%20Basemap%22%5D%2C%22l%22%3A%5B%5B%22Road%201%3A10%2C000%22%2C%22geoportal%3Aroad10k%22%2C1%2C%22Road_10k%22%2C0%2Cnull%5D%5D%7D	Road 1:10,000 for Dagupan, Calapan, Metro Manila & Boracay	<type 'unicode'>	0046179%2C2%2C%22Philippine%20Geoportal%20Basemap%22%5D%2C%22l%22%3A%5B%5B%22Road%201%3A10%2C000%22%2C%22geoportal%3Aroad10k%22%2C1%2C%22Road_10k%22%2C0%2Cnull%5D%5D%7D
186	Spot elevation 1:10,000 for Dagupan, Calapan, Metro Manila & Boracay is a fundamental dataset of the National Mapping and Resource Information Authority (NAMRIA) uploaded in...	http://www.geoportal.gov.ph/?p=%7B%22g%22%3A%5B13485727.684389%2C1576924.5694304%2C2%2C%22Philippine%20Geoportal%20Basemap%22%5D%2C%22l%22%3A%5B%5B%22Spot%20elevation%201%3A10%2C000%22%2C%22geoportal%3Aspotelevation10k%22%2C1%2C%22point%22%2C0%2Cnull%5D%5D%7D	Spot elevation 1:10,000 for Dagupan, Calapan, Metro Manila & Boracay	<type 'unicode'>	5694304%2C2%2C%22Philippine%20Geoportal%20Basemap%22%5D%2C%22l%22%3A%5B%5B%22Spot%20elevation%201%3A10%2C000%22%2C%22geoportal%3Aspotelevation10k%22%2C1%2C%22point%22%2C0%2Cnull%5D%5D%7D
